Channel Number,Receive Frequency,Transmit Frequency,Offset Frequency,Offset Direction,Operating Mode,Name,Show Name,Tone Mode,CTCSS,DCS,User CTCSS,Tx Power,Skip,Step,Clock Shift,Comment,
1,162.55000,162.55000, ,Simplex,FM,WX1PA7,Large,None,88.5 Hz,023,300 Hz,Low,Skip,5 kHz,Off,NOAA Weather,
2,162.40000,162.40000, ,Simplex,FM,WX2PA1,Large,None,88.5 Hz,023,300 Hz,Low,Skip,5 kHz,Off,NOAA Weather,
3,162.47500,162.47500, ,Simplex,FM,WX3PA4,Large,None,88.5 Hz,023,300 Hz,Low,Skip,5 kHz,Off,NOAA Weather,
4,162.42500,162.42500, ,Simplex,FM,WX4PA2,Large,None,88.5 Hz,023,300 Hz,Low,Skip,5 kHz,Off,NOAA Weather,
5,162.45000,162.45000, ,Simplex,FM,WX5PA3,Large,None,88.5 Hz,023,300 Hz,Low,Skip,5 kHz,Off,NOAA Weather,
6,162.50000,162.50000, ,Simplex,FM,WX6PA5,Large,None,88.5 Hz,023,300 Hz,Low,Skip,5 kHz,Off,NOAA Weather,
7,162.52500,162.52500, ,Simplex,FM,WX7PA6,Large,None,88.5 Hz,023,300 Hz,Low,Skip,5 kHz,Off,NOAA Weather,
8,161.65000,161.65000, ,Simplex,FM,WX8,Large,None,88.5 Hz,023,300 Hz,Low,Skip,5 kHz,Off,NOAA Weather,
9,161.77500,161.77500, ,Simplex,FM,WX9,Large,None,88.5 Hz,023,300 Hz,Low,Skip,5 kHz,Off,NOAA Weather,
10,163.27500,163.27500, ,Simplex,FM,WX10,Large,None,88.5 Hz,023,300 Hz,Low,Skip,5 kHz,Off,NOAA Weather,
12,144.39000,144.39000, ,Simplex,FM,APRSraw,Large,None,100.0 Hz,023,300 Hz,High,Skip,5 kHz,Off,APRS - Troubleshooting the Channel,
13,144.39000,144.39000, ,Simplex,FM,APRSops,Large,Tone,100.0 Hz,023,300 Hz,High,Skip,5 kHz,Off,APRS - Normal Ops with Voice Alert,
14,144.39000,144.39000, ,Simplex,FM,APRSmute,Large,DCS,100.0 Hz,754         ,300 Hz,High,Skip,5 kHz,Off,APRS - Silent and SELCALL XXX,
15,144.39000,144.99000,600 kHz,Plus,FM,APRSinpt,Large,None,100.0 Hz,023,300 Hz,High,Skip,5 kHz,Off,APRS - Event Ops into 144.99 digi,
16,144.39000,143.79000,600 kHz,Minus,FM,APRSdigi,Large,None,100.0 Hz,023,300 Hz,High,Skip,5 kHz,Off,APRS - Temporary Event WIDE1-1 digi,
18,145.51000,145.51000, ,Simplex,FM,D-145510,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,Digital Simplex (C4FM),
19,145.56250,145.56250, ,Simplex,FM,D-C4CALL,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,Digital Simplex C4FM Calling Freq. (Yaesu Suggested),
20,145.79000,145.79000, ,Simplex,FM,D-145790,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,Digital Simplex (C4FM),
21,433.45000,433.45000, ,Simplex,FM,D-433450,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,Digital Simplex (C4FM),
22,441.00000,441.00000, ,Simplex,FM,D-441000,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,Digital Simplex (C4FM),
23,446.07500,446.07500, ,Simplex,FM,D-446075,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,Digital Simplex (C4FM),
24,446.50000,446.50000, ,Simplex,FM,D-446500,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,Digital Simplex (C4FM),
26,144.20000,144.20000, ,Simplex,FM,2M-NAT,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF National Calling Frequency,
27,146.40000,146.40000, ,Simplex,FM,2M-6400,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
28,146.40500,146.40500, ,Simplex,FM,2M-6405,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
29,146.41000,146.41000, ,Simplex,FM,2M-6410,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
30,146.41500,146.41500, ,Simplex,FM,2M-6415,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
31,146.42000,146.42000, ,Simplex,FM,2M-6420,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
32,146.42500,146.42500, ,Simplex,FM,2M-6425,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
33,146.43000,146.43000, ,Simplex,FM,2M-6430,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
34,146.43500,146.43500, ,Simplex,FM,2M-6435,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
35,146.44000,146.44000, ,Simplex,FM,2M-6440,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
36,146.44500,146.44500, ,Simplex,FM,2M-6445,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
37,146.45000,146.45000, ,Simplex,FM,2M-6450,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
38,146.45500,146.45500, ,Simplex,FM,2M-6455,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
39,146.46000,146.46000, ,Simplex,FM,2M-6460,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
40,146.46500,146.46500, ,Simplex,FM,2M-6465,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
41,146.47000,146.47000, ,Simplex,FM,2M-6470,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
42,146.47500,146.47500, ,Simplex,FM,2M-6475,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
43,146.48000,146.48000, ,Simplex,FM,2M-6480,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
44,146.48500,146.48500, ,Simplex,FM,2M-6485,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
45,146.49000,146.49000, ,Simplex,FM,2M-6490,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
46,146.49500,146.49500, ,Simplex,FM,2M-6495,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
47,146.50000,146.50000, ,Simplex,FM,2M-6500,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
48,146.50500,146.50500, ,Simplex,FM,2M-6505,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
49,146.51000,146.51000, ,Simplex,FM,2M-6510,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
50,146.51500,146.51500, ,Simplex,FM,2M-6515,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
51,146.52000,146.52000, ,Simplex,FM,2M-CALL,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex National Calling Frequency,
52,146.52500,146.52500, ,Simplex,FM,2M-6525,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
53,146.53000,146.53000, ,Simplex,FM,2M-6530,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
54,146.53500,146.53500, ,Simplex,FM,2M-6535,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
55,146.54000,146.54000, ,Simplex,FM,2M-6540,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
56,146.54500,146.54500, ,Simplex,FM,2M-6545,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
57,146.55000,146.55000, ,Simplex,FM,2M-6550,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
58,146.55500,146.55500, ,Simplex,FM,2M-6555,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
59,146.56000,146.56000, ,Simplex,FM,2M-6560,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
60,146.56500,146.56500, ,Simplex,FM,2M-6565,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
61,146.57000,146.57000, ,Simplex,FM,2M-6570,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
62,146.57500,146.57500, ,Simplex,FM,2M-6575,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
63,146.58000,146.58000, ,Simplex,FM,2M-6580,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
64,147.42000,147.42000, ,Simplex,FM,2M-7420,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
65,147.42500,147.42500, ,Simplex,FM,2M-7425,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
66,147.43000,147.43000, ,Simplex,FM,2M-7430,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
67,147.43500,147.43500, ,Simplex,FM,2M-7435,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
68,147.44000,147.44000, ,Simplex,FM,2M-7440,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
69,147.44500,147.44500, ,Simplex,FM,2M-7445,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
70,147.45000,147.45000, ,Simplex,FM,2M-7450,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
71,147.45500,147.45500, ,Simplex,FM,2M-7455,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
72,147.46000,147.46000, ,Simplex,FM,2M-7460,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
73,147.46500,147.46500, ,Simplex,FM,2M-7465,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
74,147.47000,147.47000, ,Simplex,FM,2M-7470,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
75,147.47500,147.47500, ,Simplex,FM,2M-7475,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
76,147.48000,147.48000, ,Simplex,FM,2M-7480,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
77,147.48500,147.48500, ,Simplex,FM,2M-7485,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
78,147.49000,147.49000, ,Simplex,FM,2M-7490,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
79,147.49500,147.49500, ,Simplex,FM,2M-7495,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
80,147.50000,147.50000, ,Simplex,FM,2M-7500,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
81,147.50500,147.50500, ,Simplex,FM,2M-7505,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
82,147.51000,147.51000, ,Simplex,FM,2M-7510,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
83,147.51500,147.51500, ,Simplex,FM,2M-7515,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
84,147.52000,147.52000, ,Simplex,FM,2M-7520,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
85,147.52500,147.52500, ,Simplex,FM,2M-7525,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
86,147.53000,147.53000, ,Simplex,FM,2M-7530,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
87,147.53500,147.53500, ,Simplex,FM,2M-7535,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
88,147.54000,147.54000, ,Simplex,FM,2M-7540,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
89,147.54500,147.54500, ,Simplex,FM,2M-7545,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
90,147.55000,147.55000, ,Simplex,FM,2M-7550,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
91,147.55500,147.55500, ,Simplex,FM,2M-7555,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
92,147.56000,147.56000, ,Simplex,FM,2M-7560,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
93,147.56500,147.56500, ,Simplex,FM,2M-7565,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
94,147.57000,147.57000, ,Simplex,FM,2M-7570,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,VHF Simplex,
96,432.10000,432.10000, ,Simplex,FM,UHF-CALL,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,UHF Calling Frequency,
97,446.00000,446.00000, ,Simplex,FM,UHF-6000,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,UHF Simplex,
99,145.78500,145.78500, ,Simplex,FM,CFARC-1,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,CFARC VHF Simplex Event Frequency (PRIMARY),
100,147.52500,147.52500, ,Simplex,FM,CFARC-2,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,CFARC VHF Simplex Event Frequency (SECONDARY),
101,147.58500,147.58500, ,Simplex,FM,CFARC-3,Large,None,100.0 Hz,023,300 Hz,High,Off,5 kHz,Off,CFARC VHF Simplex Event Frequency (TERTIARY),
103,462.56250,462.56250, ,Simplex,FM Narrow,FRS 01,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,2 W Max power,
104,462.58750,462.58750, ,Simplex,FM Narrow,FRS 02,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,2 W Max power,
105,462.61250,462.61250, ,Simplex,FM Narrow,FRS 03,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,2 W Max power,
106,462.63750,462.63750, ,Simplex,FM Narrow,FRS 04,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,2 W Max power,
107,462.66250,462.66250, ,Simplex,FM Narrow,FRS 05,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,2 W Max power,
108,462.68750,462.68750, ,Simplex,FM Narrow,FRS 06,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,2 W Max power,
109,462.71250,462.71250, ,Simplex,FM Narrow,FRS 07,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,2 W Max power,
110,467.56250,467.56250, ,Simplex,FM Narrow,FRS 08,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,0.5 W Max power,
111,467.58750,467.58750, ,Simplex,FM Narrow,FRS 09,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,0.5 W Max power,
112,467.61250,467.61250, ,Simplex,FM Narrow,FRS 10,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,0.5 W Max power,
113,467.63750,467.63750, ,Simplex,FM Narrow,FRS 11,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,0.5 W Max power,
114,467.66250,467.66250, ,Simplex,FM Narrow,FRS 12,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,0.5 W Max power,
115,467.68750,467.68750, ,Simplex,FM Narrow,FRS 13,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,0.5 W Max power,
116,467.71250,467.71250, ,Simplex,FM Narrow,FRS 14,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,0.5 W Max power,
117,462.55000,462.55000, ,Simplex,FM Narrow,FRS 15,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,2 W Max power,
118,462.57500,462.57500, ,Simplex,FM Narrow,FRS 16,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,2 W Max power,
119,462.60000,462.60000, ,Simplex,FM Narrow,FRS 17,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,2 W Max power,
120,462.62500,462.62500, ,Simplex,FM Narrow,FRS 18,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,2 W Max power,
121,462.65000,462.65000, ,Simplex,FM Narrow,FRS 19,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,2 W Max power,
122,462.67500,462.67500, ,Simplex,FM Narrow,FRS 20,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,2 W Max power,
123,462.70000,462.70000, ,Simplex,FM Narrow,FRS 21,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,2 W Max power,
124,462.72500,462.72500, ,Simplex,FM Narrow,FRS 22,Small,None,67.0 Hz,023,300 Hz,Low,Off,12.5 kHz,Off,2 W Max power,
126,462.56250,462.56250, ,Simplex,FM,GMRS 01,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,5 W Max power,
127,462.58750,462.58750, ,Simplex,FM,GMRS 02,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,5 W Max power,
128,462.61250,462.61250, ,Simplex,FM,GMRS 03,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,5 W Max power,
129,462.63750,462.63750, ,Simplex,FM,GMRS 04,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,5 W Max power,
130,462.66250,462.66250, ,Simplex,FM,GMRS 05,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,5 W Max power,
131,462.68750,462.68750, ,Simplex,FM,GMRS 06,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,5 W Max power,
132,462.71250,462.71250, ,Simplex,FM,GMRS 07,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,5 W Max power,
133,467.56250,467.56250, ,Simplex,FM Narrow,GMRS 08,Small,None,67.0 Hz,023,300 Hz,Low,Off,25 kHz,Off,0.5 W Max power,
134,467.58750,467.58750, ,Simplex,FM Narrow,GMRS 09,Small,None,67.0 Hz,023,300 Hz,Low,Off,25 kHz,Off,0.5 W Max power,
135,467.61250,467.61250, ,Simplex,FM Narrow,GMRS 10,Small,None,67.0 Hz,023,300 Hz,Low,Off,25 kHz,Off,0.5 W Max power,
136,467.63750,467.63750, ,Simplex,FM Narrow,GMRS 11,Small,None,67.0 Hz,023,300 Hz,Low,Off,25 kHz,Off,0.5 W Max power,
137,467.66250,467.66250, ,Simplex,FM Narrow,GMRS 12,Small,None,67.0 Hz,023,300 Hz,Low,Off,25 kHz,Off,0.5 W Max power,
138,467.68750,467.68750, ,Simplex,FM Narrow,GMRS 13,Small,None,67.0 Hz,023,300 Hz,Low,Off,25 kHz,Off,0.5 W Max power,
139,467.71250,467.71250, ,Simplex,FM Narrow,GMRS 14,Small,None,67.0 Hz,023,300 Hz,Low,Off,25 kHz,Off,0.5 W Max power,
140,462.55000,462.55000, ,Simplex,FM,GMRS 15,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,,
141,462.55000,467.55000,5.00 MHz,Plus,FM,GMRS 15R,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,GMRS Repeater,
142,462.57500,462.57500, ,Simplex,FM,GMRS 16,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,,
143,462.57500,467.57500,5.00 MHz,Plus,FM,GMRS 16R,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,GMRS Repeater,
144,462.60000,462.60000, ,Simplex,FM,GMRS 17,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,,
145,462.60000,467.60000,5.00 MHz,Plus,FM,GMRS 17R,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,GMRS Repeater,
146,462.62500,462.62500, ,Simplex,FM,GMRS 18,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,,
147,462.62500,467.62500,5.00 MHz,Plus,FM,GMRS 18R,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,GMRS Repeater,
148,462.65000,462.65000, ,Simplex,FM,GMRS 19,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,,
149,462.65000,467.65000,5.00 MHz,Plus,FM,GMRS 19R,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,GMRS Repeater,
150,462.67500,462.67500, ,Simplex,FM,GMRS 20,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,,
151,462.67500,467.67500,5.00 MHz,Plus,FM,GMRS 20R,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,GMRS Repeater,
152,462.70000,462.70000, ,Simplex,FM,GMRS 21,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,,
153,462.70000,467.70000,5.00 MHz,Plus,FM,GMRS 21R,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,GMRS Repeater,
154,462.72500,462.72500, ,Simplex,FM,GMRS 22,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,,
155,462.72500,467.72500,5.00 MHz,Plus,FM,GMRS 22R,Small,None,67.0 Hz,023,300 Hz,High,Off,25 kHz,Off,GMRS Repeater,
157,151.82000,151.82000, ,Simplex,FM Narrow,MURS01,Small,None,67.0 Hz,023,300 Hz,Low,Off,5 kHz,Off,2 W Max power,
158,151.88000,151.88000, ,Simplex,FM Narrow,MURS02,Small,None,67.0 Hz,023,300 Hz,Low,Off,5 kHz,Off,2 W Max power,
159,151.94000,151.94000, ,Simplex,FM Narrow,MURS03,Small,None,67.0 Hz,023,300 Hz,Low,Off,5 kHz,Off,2 W Max power,
160,154.57000,154.57000, ,Simplex,FM,MURS04,Small,None,67.0 Hz,023,300 Hz,Low,Off,20 kHz,Off,2 W Max power,
161,154.60000,154.60000, ,Simplex,FM,MURS05,Small,None,67.0 Hz,023,300 Hz,Low,Off,20 kHz,Off,2 W Max power,
163,464.50000,464.50000, ,Simplex,FM Narrow,U-CH01,Small,None,67.0 Hz,023,300 Hz,High,Off,20 kHz,Off,Brown Dot  35 W Max power,
164,464.55000,464.55000, ,Simplex,FM Narrow,U-CH02,Small,None,67.0 Hz,023,300 Hz,High,Off,20 kHz,Off,Yellow Dot  35 W Max power,
165,467.76250,467.76250, ,Simplex,FM Narrow,U-CH03,Small,None,67.0 Hz,023,300 Hz,Low,Off,20 kHz,Off,J Dot  2 W Max power,
166,467.81250,467.81250, ,Simplex,FM Narrow,U-CH04,Small,None,67.0 Hz,023,300 Hz,Low,Off,20 kHz,Off,K Dot  2 W Max power,
167,467.85000,467.85000, ,Simplex,FM Narrow,U-CH05,Small,None,67.0 Hz,023,300 Hz,Low,Off,20 kHz,Off,Silver Star  2 W Max power,
168,467.87500,467.87500, ,Simplex,FM Narrow,U-CH06,Small,None,67.0 Hz,023,300 Hz,Low,Off,20 kHz,Off,Gold Star  2 W Max power,
169,467.90000,467.90000, ,Simplex,FM Narrow,U-CH07,Small,None,67.0 Hz,023,300 Hz,Low,Off,20 kHz,Off,Red Star  2 W Max power,
170,467.92500,467.92500, ,Simplex,FM Narrow,U-CH08,Small,None,67.0 Hz,023,300 Hz,Low,Off,20 kHz,Off,Blue Star  2 W Max power,
171,462.57500,462.57500, ,Simplex,FM Narrow,U-CH09,Small,None,67.0 Hz,023,300 Hz,High,Off,20 kHz,Off,White Dot / GMRS,
172,462.62500,462.62500, ,Simplex,FM Narrow,U-CH10,Small,None,67.0 Hz,023,300 Hz,High,Off,20 kHz,Off,Black Dot / GMRS,
173,462.67500,462.67500, ,Simplex,FM Narrow,U-CH11,Small,None,67.0 Hz,023,300 Hz,High,Off,20 kHz,Off,Orange Dot / GMRS,
174,464.32500,464.32500, ,Simplex,FM Narrow,U-CH12,Small,None,67.0 Hz,023,300 Hz,High,Off,20 kHz,Off,5 W Max power,
175,464.82500,464.82500, ,Simplex,FM Narrow,U-CH13,Small,None,67.0 Hz,023,300 Hz,High,Off,20 kHz,Off,5 W Max power,
176,469.26250,469.26250, ,Simplex,FM Narrow,U-CH14,Small,None,67.0 Hz,023,300 Hz,High,Off,20 kHz,Off,5 W Max power,
177,469.50000,469.50000, ,Simplex,FM Narrow,U-CH15,Small,None,67.0 Hz,023,300 Hz,High,Off,20 kHz,Off,35 W Max power,
178,469.55000,469.55000, ,Simplex,FM Narrow,U-CH15,Small,None,67.0 Hz,023,300 Hz,High,Off,20 kHz,Off,35 W Max power,
180,151.62500,151.62500, ,Simplex,FM Narrow,GY-BLIMP,Large,Tone,151.4 Hz,023,300 Hz,Low,Skip,5 kHz,Off,Goodyear Blimp,
182,118.60000,118.60000, ,Simplex,AM,1G3 APP/,Large,None,100.0 Hz,023,300 Hz,Low,Skip,5 kHz,Off,KSU - ApproachDeparture,
183,125.65000,125.65000, ,Simplex,AM,1G3 CD,Large,None,100.0 Hz,023,300 Hz,Low,Skip,5 kHz,Off,KSU - Clearance,
184,122.72500,122.72500, ,Simplex,AM,1G3 UNIC,Large,None,100.0 Hz,023,300 Hz,Low,Skip,5 kHz,Off,KSU - Unicom,
186,118.60000,118.60000, ,Simplex,AM,AKR APPR,Large,None,100.0 Hz,023,300 Hz,Low,Skip,5 kHz,Off,AKR - Approach,
187,126.82500,126.82500, ,Simplex,AM,AKR ASOS,Large,None,100.0 Hz,023,300 Hz,Low,Skip,5 kHz,Off,AKR - ASOS,
188,121.60000,121.60000, ,Simplex,AM,AKR CD,Large,None,100.0 Hz,023,300 Hz,Low,Skip,5 kHz,Off,AKR - Clearance,
189,123.07500,123.07500, ,Simplex,AM,AKR UNIC,Large,None,100.0 Hz,023,300 Hz,Low,Skip,5 kHz,Off,AKR - Unicom,
191,127.05000,127.05000, ,Simplex,AM,CAK A/D,Large,None,100.0 Hz,023,300 Hz,Low,Skip,5 kHz,Off,CAK - Approach/Departure Alternate,
192,118.60000,118.60000, ,Simplex,AM,CAK APP,Large,None,100.0 Hz,023,300 Hz,Low,Skip,5 kHz,Off,CAK - Approach,
193,126.40000,126.40000, ,Simplex,AM,CAK APP,Large,None,100.0 Hz,023,300 Hz,Low,Skip,5 kHz,Off,CAK - Final Approach Control,
194,121.05000,121.05000, ,Simplex,AM,CAK ATIS,Large,None,100.0 Hz,023,300 Hz,Low,Skip,5 kHz,Off,CAK - ATIS,
195,132.05000,132.05000, ,Simplex,AM,CAK CD,Large,None,100.0 Hz,023,300 Hz,Low,Skip,5 kHz,Off,CAK - Clearance,
196,128.92500,128.92500, ,Simplex,AM,CAK DEIC,Large,None,100.0 Hz,023,300 Hz,Low,Skip,5 kHz,Off,CAK - DeIcing,
197,122.00000,122.00000, ,Simplex,AM,CAK FLTW,Large,None,100.0 Hz,023,300 Hz,Low,Skip,5 kHz,Off,CAK - Flight Watch,
