Channel Number,Receive Frequency,Transmit Frequency,Offset Frequency,Offset Direction,Operating Mode,Name,Show Name,Tone Mode,CTCSS,DCS,User CTCSS,Tx Power,Skip,Step,Clock Shift,Comment,
307,437.20000,144.35000, ,Split,FM,LILAC2,Large,None,67.0 Hz,023,300 Hz,High,Skip,5 kHz,Off,Lilac2 Directly Overhead,
308,437.19500,144.35000, ,Split,FM,LILAC2-1,Large,None,67.0 Hz,023,300 Hz,High,Skip,5 kHz,Off,Lilac2-1,
309,437.19000,144.35000, ,Split,FM,LILAC2-2,Large,None,67.0 Hz,023,300 Hz,High,Skip,5 kHz,Off,Lilac2-2,
310,437.18500,144.35000, ,Split,FM,LILAC2-3,Large,None,67.0 Hz,023,300 Hz,High,Skip,5 kHz,Off,Lilac2-3 LOS,
312,436.81000,145.85000, ,Split,FM,SO50+3,Large,Tone,67.0 Hz,023,300 Hz,High,Skip,5 kHz,Off,SO50+3 AOS,
313,436.80500,145.85000, ,Split,FM,SO50+2,Large,Tone,67.0 Hz,023,300 Hz,High,Skip,5 kHz,Off,SO50+2,
314,436.80000,145.85000, ,Split,FM,SO50+1,Large,Tone,67.0 Hz,023,300 Hz,High,Skip,5 kHz,Off,SO50+1,
315,436.79500,145.85000, ,Split,FM,SO50-ON,Large,Tone,74.4 Hz,023,300 Hz,High,Skip,5 kHz,Off,SO50 - ON - Send 2-Second PL Tone To Wake Up satellite,
316,436.79500,145.85000, ,Split,FM,SO50,Large,Tone,67.0 Hz,023,300 Hz,High,Skip,5 kHz,Off,SO50 Directly Overhead,
317,436.79000,145.85000, ,Split,FM,SO50-1,Large,Tone,67.0 Hz,023,300 Hz,High,Skip,5 kHz,Off,SO50-1,
318,436.78500,145.85000, ,Split,FM,SO50-2,Large,Tone,67.0 Hz,023,300 Hz,High,Skip,5 kHz,Off,SO50-2,
319,436.80000,145.85000, ,Split,FM,SO50-3,Large,Tone,67.0 Hz,023,300 Hz,High,Skip,5 kHz,Off,SO50-3 LOS,
